poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,days_until_election
88771,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Georgia,2024-10-01,2024-10-17,NA,NA,NA,NA,NA,NA,213253,400,lv,NA,lv,NA,10/18/24 09:39,NA,https://www.activote.net/trump-narrowly-ahead-in-georgia-2/,https://www.activote.net/trump-narrowly-ahead-in-georgia-2/,NA,NA,NA,FALSE,NA,8781,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.3,19
88771,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Georgia,2024-10-01,2024-10-17,NA,NA,NA,NA,NA,NA,213253,400,lv,NA,lv,NA,10/18/24 09:39,NA,https://www.activote.net/trump-narrowly-ahead-in-georgia-2/,https://www.activote.net/trump-narrowly-ahead-in-georgia-2/,NA,NA,NA,FALSE,NA,8781,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50.7,19
88770,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,South Carolina,2024-09-09,2024-10-17,NA,NA,NA,NA,NA,NA,213252,400,lv,NA,lv,NA,10/18/24 09:39,NA,https://www.activote.net/trump-has-large-lead-in-south-carolina/,https://www.activote.net/trump-has-large-lead-in-south-carolina/,NA,NA,NA,FALSE,NA,8880,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,41.6,19
88770,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,South Carolina,2024-09-09,2024-10-17,NA,NA,NA,NA,NA,NA,213252,400,lv,NA,lv,NA,10/18/24 09:39,NA,https://www.activote.net/trump-has-large-lead-in-south-carolina/,https://www.activote.net/trump-has-large-lead-in-south-carolina/,NA,NA,NA,FALSE,NA,8880,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,58.4,19
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,2024-10-14,2024-10-16,NA,NA,NA,NA,NA,NA,213123,1000,lv,NA,lv,NA,10/18/24 08:42,NA,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49.5,20
88765,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,2024-10-14,2024-10-16,NA,NA,NA,NA,NA,NA,213123,1000,lv,NA,lv,NA,10/18/24 08:42,NA,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,https://emersoncollegepolling.com/october-2024-tracking-national-poll-harris-49-trump-48/,NA,https://docs.google.com/spreadsheets/d/130z_dUtgMB3_yta2v8knWxjNv9Z2HymD/edit?gid=1544401297#gid=1544401297,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.2,20
88775,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Panel,5,National,2024-10-14,2024-10-16,NA,NA,NA,NA,NA,NA,213280,2950,lv,NA,lv,NA,10/18/24 12:15,NA,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Toplines.pdf,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Crosstabs.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,50,20
88775,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Panel,5,National,2024-10-14,2024-10-16,NA,NA,NA,NA,NA,NA,213280,2950,lv,NA,lv,NA,10/18/24 12:15,NA,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/2024/10/18/national-poll-harris-50-trump-49/,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Toplines.pdf,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-Week-of-Oct-14-Mini-Crosstabs.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,20
88762,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,Arizona,2024-10-11,2024-10-16,NA,NA,NA,NA,NA,NA,213103,1435,lv,NA,lv,NA,10/17/24 19:50,NA,https://www.cbsnews.com/news/trump-harris-poll-arizona-10-17-2024/,https://www.cbsnews.com/news/trump-harris-poll-arizona-10-17-2024/,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/cbsnews_20241016_az_1_updated.pdf,NA,NA,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,48,20
88762,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,Arizona,2024-10-11,2024-10-16,NA,NA,NA,NA,NA,NA,213103,1435,lv,NA,lv,NA,10/17/24 19:50,NA,https://www.cbsnews.com/news/trump-harris-poll-arizona-10-17-2024/,https://www.cbsnews.com/news/trump-harris-poll-arizona-10-17-2024/,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/cbsnews_20241016_az_1_updated.pdf,NA,NA,NA,8759,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,20
88756,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Panel,5,Wisconsin,2024-10-10,2024-10-16,NA,NA,NA,NA,NA,NA,213077,787,lv,NA,lv,NA,10/17/24 13:26,NA,https://napolitaninstitute.org/2024/10/17/wisconsin-trump-50-harris-49-copy/,https://napolitaninstitute.org/2024/10/17/wisconsin-trump-50-harris-49-copy/,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-WI10-Mini-Toplines-Pres.pdf,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-WI1010-Mini-Crosstabs-Pres.pdf,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,20
88756,1554,RMG Research,2178,Napolitan News Service,RMG Research,555,RMG Research,2.3,-0.4,Online Panel,5,Wisconsin,2024-10-10,2024-10-16,NA,NA,NA,NA,NA,NA,213077,787,lv,NA,lv,NA,10/17/24 13:26,NA,https://napolitaninstitute.org/2024/10/17/wisconsin-trump-50-harris-49-copy/,https://napolitaninstitute.org/2024/10/17/wisconsin-trump-50-harris-49-copy/,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-WI10-Mini-Toplines-Pres.pdf,https://napolitaninstitute.org/wp-content/uploads/2024/10/GCM24-WI1010-Mini-Crosstabs-Pres.pdf,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,20
88782,1904,Gateway Political Strategies,NA,NA,Gateway Political Strategies,873,Gateway Political Strategies,NA,NA,Online Panel,2,National,2024-09-27,2024-10-16,NA,NA,NA,NA,NA,NA,213314,2540,rv,NA,rv,NA,10/18/24 14:50,NA,https://projects.fivethirtyeight.com/polls/20241018_US_GatewayPolitical.pdf,https://projects.fivethirtyeight.com/polls/20241018_US_GatewayPolitical.pdf,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,53,20
88782,1904,Gateway Political Strategies,NA,NA,Gateway Political Strategies,873,Gateway Political Strategies,NA,NA,Online Panel,2,National,2024-09-27,2024-10-16,NA,NA,NA,NA,NA,NA,213314,2540,rv,NA,rv,NA,10/18/24 14:50,NA,https://projects.fivethirtyeight.com/polls/20241018_US_GatewayPolitical.pdf,https://projects.fivethirtyeight.com/polls/20241018_US_GatewayPolitical.pdf,NA,NA,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,20
88741,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Texas,2024-09-26,2024-10-16,NA,NA,NA,NA,NA,NA,213059,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/trump-has-double-digit-lead-in-texas/,https://www.activote.net/trump-has-double-digit-lead-in-texas/,NA,NA,NA,FALSE,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,44.2,20
88741,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Texas,2024-09-26,2024-10-16,NA,NA,NA,NA,NA,NA,213059,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/trump-has-double-digit-lead-in-texas/,https://www.activote.net/trump-has-double-digit-lead-in-texas/,NA,NA,NA,FALSE,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,55.8,20
88742,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Tennessee,2024-09-24,2024-10-16,NA,NA,NA,NA,NA,NA,213060,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/trump-again-far-ahead-in-tennessee/,https://www.activote.net/trump-again-far-ahead-in-tennessee/,NA,NA,NA,FALSE,NA,8886,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,37.6,20
88742,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Tennessee,2024-09-24,2024-10-16,NA,NA,NA,NA,NA,NA,213060,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/trump-again-far-ahead-in-tennessee/,https://www.activote.net/trump-again-far-ahead-in-tennessee/,NA,NA,NA,FALSE,NA,8886,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,62.4,20
88743,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Massachusetts,2024-09-06,2024-10-16,NA,NA,NA,NA,NA,NA,213061,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/harris-easily-leads-in-massachusetts/,https://www.activote.net/harris-easily-leads-in-massachusetts/,NA,NA,NA,FALSE,NA,8811,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,66.6,20
88743,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Massachusetts,2024-09-06,2024-10-16,NA,NA,NA,NA,NA,NA,213061,400,lv,NA,lv,NA,10/17/24 09:38,NA,https://www.activote.net/harris-easily-leads-in-massachusetts/,https://www.activote.net/harris-easily-leads-in-massachusetts/,NA,NA,NA,FALSE,NA,8811,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,33.4,20
88691,1754,Patriot Polling,NA,NA,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR,5,Wisconsin,2024-10-12,2024-10-14,NA,NA,NA,NA,NA,NA,212551,803,rv,NA,rv,NA,10/15/24 08:56,NA,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,NA,NA,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,49,22
88691,1754,Patriot Polling,NA,NA,Patriot Polling,732,Patriot Polling,1.1,0.6,IVR,5,Wisconsin,2024-10-12,2024-10-14,NA,NA,NA,NA,NA,NA,212551,803,rv,NA,rv,NA,10/15/24 08:56,NA,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,NA,NA,https://patriotpolling.com/our-polls/f/trump-and-baldwin-hold-narrow-leads-in-wisconsin,NA,NA,NA,8905,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,22
88697,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Maryland,2024-09-08,2024-10-14,NA,NA,NA,NA,NA,NA,212575,400,lv,NA,lv,NA,10/15/24 09:59,NA,https://www.activote.net/harris-has-large-lead-in-maryland/,NA,NA,https://www.activote.net/harris-has-large-lead-in-maryland/,NA,FALSE,NA,8814,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,62.9,22
88697,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Maryland,2024-09-08,2024-10-14,NA,NA,NA,NA,NA,NA,212575,400,lv,NA,lv,NA,10/15/24 09:59,NA,https://www.activote.net/harris-has-large-lead-in-maryland/,NA,NA,https://www.activote.net/harris-has-large-lead-in-maryland/,NA,FALSE,NA,8814,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,37.1,22
88674,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Washington,2024-09-07,2024-10-13,NA,NA,NA,NA,NA,NA,212509,400,lv,NA,lv,NA,10/14/24 09:54,NA,https://www.activote.net/harris-has-large-lead-in-washington/,https://www.activote.net/harris-has-large-lead-in-washington/,NA,NA,NA,FALSE,NA,8902,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,60,23
88674,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Washington,2024-09-07,2024-10-13,NA,NA,NA,NA,NA,NA,212509,400,lv,NA,lv,NA,10/14/24 09:54,NA,https://www.activote.net/harris-has-large-lead-in-washington/,https://www.activote.net/harris-has-large-lead-in-washington/,NA,NA,NA,FALSE,NA,8902,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,40,23
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,2024-10-08,2024-10-11,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,51,25
88670,568,YouGov,133,CBS News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,2024-10-08,2024-10-11,NA,NA,NA,NA,NA,NA,212487,2712,lv,NA,lv,NA,10/13/24 14:23,NA,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,https://www.cbsnews.com/news/trump-harris-poll-how-information-beliefs-shape-tight-2024-campaign/,NA,https://www.scribd.com/document/779428302/cbsnews-20241013-SUN#fullscreen&from_embed,NA,NA,NA,8914,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,25
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,2024-10-02,2024-10-10,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,46,26
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,2024-10-02,2024-10-10,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,26
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,2024-10-02,2024-10-10,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,GRE,Stein,31116,Jill Stein,2,26
88768,568,YouGov,406,University of Texas,YouGov,391,YouGov,3,-1.1,Online Panel,9,Texas,2024-10-02,2024-10-10,NA,NA,NA,NA,NA,NA,213248,1091,lv,NA,lv,NA,10/18/24 09:14,NA,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/blog/voting-about-start-texas-trump-and-cruz-maintain-single-digit-leads-new-university-texastexas,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_topline.pdf,https://texaspolitics.utexas.edu/sites/texaspolitics.utexas.edu/files/202410_poll_crosstabs.pdf,NA,NA,NA,8889,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,LIB,Oliver,31790,Chase Oliver,1,26
88655,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,California,2024-09-22,2024-10-10,NA,NA,NA,NA,NA,NA,212337,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-stays-far-ahead-in-her-home-state/,https://www.activote.net/harris-stays-far-ahead-in-her-home-state/,NA,NA,NA,FALSE,NA,8762,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,63.5,26
88655,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,California,2024-09-22,2024-10-10,NA,NA,NA,NA,NA,NA,212337,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/harris-stays-far-ahead-in-her-home-state/,https://www.activote.net/harris-stays-far-ahead-in-her-home-state/,NA,NA,NA,FALSE,NA,8762,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,36.5,26
88654,1741,ActiVote,NA,NA,ActiVote,721,ActiVote,NA,NA,App Panel,8,Missouri,2024-09-08,2024-10-10,NA,NA,NA,NA,NA,NA,212336,400,lv,NA,lv,NA,10/11/24 10:25,NA,https://www.activote.net/trump-leads-in-missouri/,https://www.activote.net/trump-leads-in-missouri/,NA,NA,NA,FALSE,NA,8826,2024,U.S. President,0,NA,2024-11-05,general,FALSE,FALSE,NA,FALSE,DEM,Harris,16661,Kamala Harris,42.8,26
